,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
516,516,42682,El cementerio viviente,Pet Sematary,"['Drama', 'Terror']",['Mary Lambert'],"['parent child relationship', 'coffin', 'pet', 'funeral', 'head injury', 'grief', 'violence', 'new neighbor', 'pet cemetery', 'dead cat', 'death of patient', 'loss of pet', 'dead lover', 'ghost', 'grave robbing', 'indian burial ground', 'woman director']","['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby', 'Brad Greenquist', 'Michael Lombard']",19
518,518,42771,Philomena,Philomena,['Drama'],['Stephen Frears'],"['mother', 'washington d.c.', 'journalist', 'nun', 'adoption', 'forgiveness', 'son', 'faith', 'based on a true story', 'search', 'church', 'ireland', 'based on true events']","['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham', 'Barbara Jefford']",9
519,519,42952,Pina,Pina,['Documental'],['Wim Wenders'],"['choreographer', 'choreography', 'modern dance']","['Regina Advento', 'Malou Airaudo', 'Ruth Amarante', 'Pina Bausch', 'Jorge Puerta']",14
520,520,43031,Piratas del Caribe: En el fin del mundo,Pirates of the Caribbean: At World's End,"['Aventura', 'Fantasía', 'Acción']",['Gore Verbinski'],"['exotic island', 'east india trading company', ""love of one's life"", 'traitor', 'shipwreck', 'strong woman', 'alliance', 'afterlife', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'based on young adult novel']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Chow Yun-Fat']",34
521,521,43032,Piratas del Caribe: El cofre del hombre muerto,Pirates of the Caribbean: Dead Man's Chest,"['Aventura', 'Fantasía', 'Acción']",[],[],[],34
555,555,45765,El origen de los guardianes,Rise of the Guardians,"['Animación', 'Familia', 'Fantasía']",['Peter Ramsey'],"['dream', 'santa claus', 'nightmare', 'easter bunny', 'tooth fairy', 'jack frost', 'sandman', 'duringcreditsstinger', 'christmas holiday']","['Chris Pine', 'Alec Baldwin', 'Jude Law', 'Isla Fisher', 'Hugh Jackman']",36
556,556,45767,El origen del planeta de los simios,Rise of the Planet of the Apes,"['Suspense', 'Acción', 'Drama', 'Ciencia ficción']",['Rupert Wyatt'],"['intelligence', 'zoo', 'cage', 'dystopia', ""alzheimer's disease"", 'golden gate bridge', 'ape', 'monkey', 'medical research']","['James Franco', 'Andy Serkis', 'Freida Pinto', 'John Lithgow', 'Brian Cox']",50
557,557,45772,Rising Stars,Rising Stars,"['Drama', 'Familia', 'Música']",['Daniel Millican'],[],"['Fisher Stevens', 'Barry Corbin', 'Catherine Mary Stewart', 'Leon G. Thomas III', 'Lauren Ashley Carter']",30
558,558,45895,RoboCop,RoboCop,"['Acción', 'Ciencia ficción']",['José Padilha'],"['cyborg', 'future', 'dystopia', 'police', 'remake', 'violence', 'detroit']","['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish', 'Jackie Earle Haley']",29
559,559,45940,Rock It!,Rock It!,"['Comedia', 'Familia']",['Mike Marzuk'],['musical'],"['Emilia Schüle', 'Daniel Axt', 'Maria Ehrich', 'Vivien Wulf', 'Jan Wannemacher']",22
560,560,45956,El astronauta,RocketMan,"['Comedia', 'Familia', 'Ciencia ficción']",['Stuart Gillard'],"['astronaut', 'chimpanzee']","['Harland Williams', 'Jessica Lundy', 'William Sadler', 'Beau Bridges', 'Jeffrey DeMunn']",41
561,561,45978,Rocky Balboa,Rocky Balboa,['Drama'],['Sylvester Stallone'],"['philadelphia', 'transporter', 'fight', ""love of one's life"", 'publicity', 'boxer', 'grave', 'tombstone', 'tv station', 'boxing match', 'comeback', 'training', 'restaurant owner', 'world champion', 'challenger', 'virtual fight', 'defeat', 'victory', 'cancer', 'over-the-hill fighter']","['Sylvester Stallone', 'Burt Young', 'Milo Ventimiglia', 'Geraldine Hughes', 'James Francis Kelly III']",9
600,600,48666,Simbad: La leyenda de los siete mares,Sinbad: Legend of the Seven Seas,"['Familia', 'Animación', 'Aventura', 'Comedia']","['Tim Johnson', 'Patrick Gilmore']","['prince', 'water monster', 'goddess', 'sailor', 'arabian nights']","['Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes', 'Dennis Haysbert']",47
601,601,48692,Sinister 2,Sinister 2,['Terror'],['Ciaran Foy'],"['haunted house', 'sequel', 'twins']","['James Ransone', 'Shannyn Sossamon', 'Robert Daniel Sloan', 'Dartanian Sloan', 'Lea Coco']",10
602,602,48836,Skyline,Skyline,"['Ciencia ficción', 'Acción']","['Colin Strause', 'Greg Strause']","['missile', 'light', 'transformation', 'low-budget', 'alien', 'fireplace', 'los angeles', 'cell phone', 'rooftop', 'duringcreditsstinger']","['Eric Balfour', 'Scottie Thompson', 'David Zayas', 'Donald Faison', 'Brittany Daniel']",29
603,603,48895,Sleepy Hollow,Sleepy Hollow,"['Drama', 'Fantasía', 'Suspense', 'Misterio']",['Tim Burton'],"['horseman', 'head', 'headless horseman', 'headless']","['Johnny Depp', 'Ian McDiarmid', 'Christina Ricci', 'Casper Van Dien', 'Michael Gough']",45
604,604,48925,Slumdog Millionaire,Slumdog Millionaire,"['Drama', 'Romance']",['Danny Boyle'],"['slum', 'indian lead', 'cheating', 'suspicion', 'game show', 'quiz show', 'orphan', 'duringcreditsstinger', 'taj mahal', 'mumbai']","['Dev Patel', 'Freida Pinto', 'Anil Kapoor', 'Mia Drake Inderbitzin', 'Saurabh Shukla']",20
605,605,48943,Granujas de medio pelo,Small Time Crooks,"['Acción', 'Comedia', 'Crimen']",['Woody Allen'],"['bank', 'restaurant', 'role of women', 'bank robber', 'wife', 'pizzeria', 'pizza', 'keks', 'independent film', 'bank robbery', 'hoodlum']","['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman', 'Michael Rapaport', 'Tony Darrow']",31
607,607,49463,"De tal padre, tal hijo",そして父になる,['Drama'],['Hirokazu Koreeda'],"['parent child relationship', 'boy', 'childhood', 'eating with chopsticks']","['Masaharu Fukuyama', 'Yoko Maki', 'Lily Franky', 'Machiko Ono', 'Jun Kunimura']",9
641,641,52561,Las crónicas de Narnia: El príncipe Caspian,The Chronicles of Narnia: Prince Caspian,"['Aventura', 'Familia', 'Fantasía']",['Andrew Adamson'],"['sibling relationship', 'based on novel or book', 'fictional place', 'lion', 'human being', 'wretch', 'matter of life and death', 'faith', 'uncle', ""based on children's book"", 'fantasy world', 'based on young adult novel']","['Ben Barnes', 'William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley']",35
642,642,52562,"Las crónicas de Narnia: El león, la bruja y el armario","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Aventura', 'Familia', 'Fantasía']",['Andrew Adamson'],"['saving the world', 'sibling relationship', 'witch', 'based on novel or book', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy tale', 'battle', ""based on children's book"", 'fantasy world', 'duringcreditsstinger', 'based on young adult novel']","['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson']",35
643,643,52563,Las crónicas de Narnia: La travesía del viajero del alba,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Aventura', 'Familia', 'Fantasía']",['Michael Apted'],"['based on novel or book', 'magic', 'good vs evil', 'anthropomorphism', 'dragon', 'king', 'fantasy world', 'snowing', 'sea voyage', 'quest', 'turned into animal', 'based on young adult novel']","['Skandar Keynes', 'Georgie Henley', 'Ben Barnes', 'Will Poulter', 'Simon Pegg']",35
644,644,52564,Las crónicas de Riddick,The Chronicles of Riddick,"['Acción', 'Ciencia ficción']",['David Twohy'],"['prison', 'dystopia', 'matter of life and death', 'outer space', 'intergalactic travel']","['Vin Diesel', 'Thandie Newton', 'Karl Urban', 'Colm Feore', 'Linus Roache']",29
645,645,52612,The collection,The Collection,"['Terror', 'Suspense']",['Marcus Dunstan'],"['mercenary', 'party', 'sequel', 'gore', 'escape', 'serial killer', 'masked killer', 'trap']","['Josh Stewart', 'Christopher McDonald', 'Emma Fitzpatrick', 'Lee Tergesen', 'Erin Way']",22
646,646,52659,La conversación,The Conversation,"['Crimen', 'Drama', 'Misterio']",['Francis Ford Coppola'],"['san francisco', 'saxophone', 'paranoia', 'audio tape', 'wiretap', 'shadowing', 'surveillance']","['Gene Hackman', 'John Cazale', 'Frederic Forrest', 'Cindy Williams', 'Harrison Ford']",31
647,647,52682,La venganza del conde de Montecristo,The Count of Monte Cristo,"['Acción', 'Aventura', 'Drama', 'Suspense']",['Kevin Reynolds'],"['loss of loved one', 'lover (female)', 'ex-lover', 'torture', 'napoleon bonaparte']","['Jim Caviezel', 'Guy Pearce', 'Richard Harris', 'James Frain', 'Dagmara Domińczyk']",43
679,679,53929,Lo que no se ve (Invisible),The Invisible,"['Crimen', 'Drama', 'Fantasía', 'Misterio', 'Suspense', 'Ciencia ficción']",['David S. Goyer'],"['high school', 'remake', 'student', 'teenager', 'out of body experience', 'school life']","['Justin Chatwin', 'Margarita Levieva', 'Marcia Gay Harden', 'Chris Marquette', 'Callum Keith Rennie']",74
680,680,53944,La dama de hierro,The Iron Lady,"['Historia', 'Drama']",['Phyllida Lloyd'],"['capitalism', 'prime minister', 'based on a true story', 'argentina', 'british overseas territory', 'war propaganda', 'british politics', 'british prime minister', 'female politician', 'falklands war', 'political leader', 'female prime minister', 'right wing', 'falklands', 'woman director']","['Meryl Streep', 'Anthony Stewart Head', 'Harry Lloyd', 'Jim Broadbent', 'Susan Brown']",21
681,681,53951,The Italian Job,The Italian Job,"['Acción', 'Crimen']",['F. Gary Gray'],"['venice', 'california', 'train station', 'helicopter', 'parent child relationship', 'austria', 'mountain', 'gold', 'subway', 'hacker', 'chase', 'safe', 'remake', 'caper', 'revenge', 'murder', 'heist', 'double crossed', 'fast cars', 'boat chase', 'los angeles', 'explosion', 'convict', 'car chase', 'tv news', 'hollywood sign', 'television repair', 'mini cooper']","['Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Seth Green', 'Jason Statham']",20
682,682,54009,El protector,The Keeper,"['Acción', 'Suspense']",['Keoni Waxman'],"['texas', 'boxer', 'bodyguard', 'ex-cop', 'night club']","['Steven Seagal', 'Luce Rains', 'Liezl Carstens', 'Kisha Sierra', 'Arron Shiver']",22
683,683,54118,La Última Fortaleza,The Last Castle,"['Acción', 'Drama', 'Suspense']",['Rod Lurie'],"['prison', 'general']","['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton', 'Delroy Lindo']",31
684,684,54150,La última casa a la izquierda,The Last House on the Left,"['Terror', 'Suspense']",['Wes Craven'],"['rape', 'loss of loved one', 'gun', 'birthday', 'kidnapping', 'concert', 'revenge', 'marijuana', 'slasher', 'disembowelment', 'pond', 'video nasty']","['Sandra Peabody', 'Lucy Grantham', 'David Hess', 'Fred J. Lincoln', 'Jeramie Rain']",22
685,685,54198,La última canción,The Last Song,"['Drama', 'Familia', 'Romance']",['Julie Anne Robinson'],"['sibling relationship', 'new love', 'daughter', 'summer vacation', 'woman director']","['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman', 'Liam Hemsworth', 'Hallock Beals']",31
718,718,55496,Los diarios del ron,The Rum Diary,"['Drama', 'Comedia']",['Bruce Robinson'],"['alcohol', 'journalist', 'based on novel or book', 'newspaper', 'voodoo', 'carnival', 'protest', 'puerto rico', 'tv debate', 'fire breathing', 'vomiting', 'cockfight', 'rum', 'brochure', 'tongue', 'drunkenness', '1960s', 'hunter s. thompson']","['Johnny Depp', 'Amber Heard', 'Aaron Eckhart', 'Michael Rispoli', 'Giovanni Ribisi']",20
719,719,55515,El santo,The Saint,"['Suspense', 'Acción', 'Romance', 'Ciencia ficción', 'Aventura']",['Phillip Noyce'],"['berlin, germany', 'russia', 'gas', 'master thief', 'the saint']","['Val Kilmer', 'Elisabeth Shue', 'Rade Serbedzija', 'Henry Goodman', 'Alun Armstrong']",64
720,720,55527,The Sandman,The Sandman,['Terror'],['J.R. Bookwalter'],"['nightmare', 'independent film']",[],10
721,721,55615,El secreto del libro de Kells,The Secret of Kells,"['Animación', 'Familia', 'Fantasía']",['Tomm Moore'],"['barbarian', 'underwater', 'trapped', 'sea monster', 'woman director']","['Evan McGuire', 'Christen Mooney', 'Brendan Gleeson', 'Mick Lally', 'Liam Hourican']",36
722,722,55679,El resplandor,The Shining,"['Terror', 'Suspense']",['Stanley Kubrick'],"['hotel', 'montana', 'isolation', 'hotelier', 'oregon', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'cult film', 'snowed in', 'off season']","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson']",22
723,723,55684,Las Sandalias Del Pescador,The Shoes of the Fisherman,['Drama'],['Michael Anderson'],"['china', 'philosophy', 'vatican', 'pope', 'based on novel or book', 'soviet union', 'famine', 'catholic', 'threat', 'catholic church', 'catholicism', 'roman catholic', 'cardinal', 'roman catholic church']","['Anthony Quinn', 'Oskar Werner', 'David Janssen', 'Vittorio De Sica', 'Leo McKern']",9
724,724,55711,Los Simpson: La película,The Simpsons Movie,"['Animación', 'Comedia', 'Familia']",['David Silverman'],"['parent child relationship', 'lake', 'springfield', 'duff beer', 'garbage', 'pig', 'pollution', 'environmental protection agency', 'quarantine', 'alcoholism', 'love', 'alaska', 'dysfunctional family', 'dysfunctional marriage', 'ecology', 'saving lives', 'first love', 'duringcreditsstinger', 'donuts']","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria']",35
758,758,57411,La masacre de Town Creek,Blood Creek,"['Terror', 'Suspense']",['Joel Schumacher'],"['west virginia', 'revenge', 'rifle', 'occult']","['Dominic Purcell', 'Henry Cavill', 'Michael Fassbender', 'Emma Booth', 'Rainer Winkelvoß']",22
759,759,57420,Toy Story ¡Terror!,Toy Story of Terror!,"['Aventura', 'Animación', 'Comedia', 'Familia', 'Fantasía', 'Terror', 'Película de TV']",['Angus MacLane'],"['halloween', 'toys', 'short']","['Tom Hanks', 'Tim Allen', 'Kristen Schaal', 'Carl Weathers', 'Wallace Shawn']",87
760,760,57463,Traffic,Traffic,"['Suspense', 'Drama', 'Crimen']",['Steven Soderbergh'],"['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']","['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones']",31
761,761,57515,Traidor,Traitor,"['Drama', 'Acción', 'Suspense', 'Crimen']",['Jeffrey Nachmanoff'],"['bomb', 'prison', 'alcohol', 'kidnapping', 'traitor', 'delinquent', 'faith', 'car bomb', 'escape', 'devout']","['Don Cheadle', 'Guy Pearce', 'Neal McDonough', 'Saïd Taghmaoui', 'Alyy Khan']",41
762,762,57596,Transformers,Transformers,"['Aventura', 'Ciencia ficción', 'Acción']",['Michael Bay'],"['destroy', 'transformation', 'alien', 'based on toy', 'transformers', 'robot', 'duringcreditsstinger', 'teenage hero']","['Shia LaBeouf', 'Josh Duhamel', 'Megan Fox', 'Rachael Taylor', 'Tyrese Gibson']",41
763,763,57598,Transformers: La era de la extinción,Transformers: Age of Extinction,"['Ciencia ficción', 'Acción', 'Aventura']",['Michael Bay'],"['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']","['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz', 'Jack Reynor']",41
764,764,57599,Transformers: El lado oscuro de la Luna,Transformers: Dark of the Moon,"['Acción', 'Ciencia ficción', 'Aventura']",['Michael Bay'],"['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']","['Shia LaBeouf', 'John Malkovich', 'Ken Jeong', 'Frances McDormand', 'Josh Duhamel']",41
803,803,61382,X-Men orígenes: Lobezno,X-Men Origins: Wolverine,"['Aventura', 'Acción', 'Suspense', 'Ciencia ficción']",['Gavin Hood'],"['corruption', 'mutant', 'boxer', 'army', 'prequel', 'superhero', 'based on comic', 'spin off', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel comics']","['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Ryan Reynolds']",53
804,804,61384,X-Men: Días del futuro pasado,X-Men: Days of Future Past,"['Acción', 'Aventura', 'Fantasía', 'Ciencia ficción']",['Bryan Singer'],"['1970s', 'mutant', 'time travel', 'based on comic', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']","['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry']",53
805,805,61386,X-Men: La decisión final,X-Men: The Last Stand,"['Aventura', 'Acción', 'Ciencia ficción', 'Suspense']",['Brett Ratner'],"['mutant', 'based on comic', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']","['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Patrick Stewart', 'Famke Janssen']",53
807,807,61681,Sólo se vive una vez,You Only Live Once,"['Crimen', 'Drama', 'Romance']",['Fritz Lang'],"['ex-con', 'based on true events', 'film noir', 'on the lam', 'wrongly convicted person']","['Henry Fonda', 'Sylvia Sidney', 'Barton MacLane', 'Jean Dixon', 'William Gargan']",30
808,808,61695,You're So Cupid,You're So Cupid,"['Fantasía', 'Drama', 'Ciencia ficción', 'Romance', 'Familia']",['John Lyde'],"[""valentine's day""]","['Lauren Holly', 'Brian Krause', 'Jeremy Sumpter', 'Caitlin E.J. Meyer', 'Danielle C. Ryan']",62
809,809,61794,Zambezia,Zambezia,"['Comedia', 'Animación', 'Aventura', 'Familia']",['Wayne Thornley'],"['falcon', 'bird', 'origin']","['Jeremy Suarez', 'Samuel L. Jackson', 'Abigail Breslin', 'Leonard Nimoy', 'Jeff Goldblum']",47
810,810,61806,Zarafa,Zarafa,"['Familia', 'Animación']","['Rémi Bezançon', 'Jean-Christophe Lie']",[],"['Max Renaudin', 'Simon Abkarian', 'Vernon Dobtcheff', 'Roger Dumas', 'Ronit Elkabetz']",24
811,811,61859,La noche más oscura (Zero Dark Thirty),Zero Dark Thirty,"['Suspense', 'Drama', 'Historia']",['Kathryn Bigelow'],"['assassination', 'cia', 'hotel', 'terrorist', 'prisoner', 'car dealer', 'mossad', 'van', 'iraq', 'pakistan', 'osama bin laden', 'man hunt', 'navy seal', 'f word', 'female protagonist', 'gunfight', 'raid', 'violence', 'text message', 'monkey', 'dog', 'special forces', 'tied up', 'military', 'area 51', 'terrorist group', 'torturing', 'woman director', 'al qaeda', 'prison camp', 'water torture', 'suicide bombing', '21st century', 'ex special forces', 'post 9/11', 'helicopter crash', 'islamabad']","['Jessica Chastain', 'Jason Clarke', 'Mark Strong', 'Joel Edgerton', 'Chris Pratt']",33
846,846,72083,Blair Witch,Blair Witch,"['Suspense', 'Terror']",['Adam Wingard'],"['river', 'camping', 'tent', 'rain', 'tree', 'night', 'flashlight', 'infection', 'maryland', 'forest', 'supernatural', 'woods', 'handheld camera', 'campfire', 'found footage', 'tree climbing', 'lost in the woods', 'blair witch']","['James Allen McCune', 'Callie Hernandez', 'Brandon Scott', 'Corbin Reid', 'Wes Robinson']",22
847,847,72084,Boo! A Madea Halloween,Boo! A Madea Halloween,"['Comedia', 'Terror', 'Drama']",['Tyler Perry'],"['halloween', 'poltergeist', 'haunted house', 'zombie', 'teenager', 'ghoul', 'ghost', 'mayhem']","['Tyler Perry', 'Cassi Davis', 'Diamond White', 'Yousef Erakat', 'Bella Thorne']",30
848,848,72090,The Missing Part,La parte ausente,"['Fantasía', 'Misterio', 'Suspense']",['Galel Maidana'],"['future', 'vampire', 'dystopia']","['Celeste Cid', 'Guillermo Pfening', 'Alberto Ajaka', 'Luis Ziembrowski', 'Edgardo Castro']",36
849,849,72628,Las apariencias engañan,Keeping Up with the Joneses,"['Acción', 'Comedia']",['Greg Mottola'],['suburb'],"['Zach Galifianakis', 'Isla Fisher', 'Jon Hamm', 'Gal Gadot', 'Patton Oswalt']",21
850,850,73952,Ozzy,Ozzy,"['Animación', 'Familia']","['Alberto Rodríguez', 'Nacho La Casa']","['dog', 'beagle']","['Elsa Pataky', 'Michelle Jenner', 'Dani Rovira', 'Carlos Areces', 'Fernando Tejero']",24
852,852,74551,Logan,Logan,"['Acción', 'Drama', 'Ciencia ficción']",['James Mangold'],"['cyborg', 'experiment', 'self-destruction', 'mutant', 'future', 'dystopia', 'immortality', 'sequel', 'superhero', 'based on comic', 'super power', 'neo-western', 'troubled past', 'life on the margin', 'stan lee']","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook', 'Stephen Merchant']",38
854,854,75284,¿Tenía que ser él?,Why Him?,['Comedia'],['John Hamburg'],"['daughter', 'rivalry', 'dad', 'parent-in-law child-in-law relationship']","['Bryan Cranston', 'James Franco', 'Zoey Deutch', 'Megan Mullally', 'Griffin Gluck']",11
855,855,75875,La ciudad de las estrellas  (La La Land),La La Land,"['Comedia', 'Drama', 'Romance']",['Damien Chazelle'],"['jazz', 'dance', 'passion', 'traffic jam', 'ambition', 'musical', 'casting', 'coffee shop', 'jazz club', 'music', 'hollywood', 'los angeles', 'pianist', 'pier', 'audition', 'theater', 'planetarium', 'watching a movie', 'aspiring actor', 'movie set', 'sunset', 'one woman show', 'actress', 'bittersweet', 'pool party']","['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons']",31
885,885,83068,Pokémon: Jirachi y los deseos,劇場版ポケットモンスターアドバンスジェネレーション 七夜の願い星 ジラーチ,"['Acción', 'Animación', 'Aventura', 'Familia']",['Kunihiko Yuyama'],['pokémon'],"['Yuji Ueda', 'Fushigi Yamada', 'KAORI', 'Ikue Otani', 'Kenji Nojima']",46
886,886,83125,Si no despierto,Before I Fall,"['Drama', 'Misterio', 'Suspense', 'Fantasía']",['Ry Russo-Young'],"['based on novel or book', 'time loop', 'female protagonist', 'teenager', 'mumblecore', 'teen drama', 'based on young adult novel']","['Zoey Deutch', 'Halston Sage', 'Logan Miller', 'Elena Kampouris', 'Jennifer Beals']",45
902,902,83656,Medidas extremas,Eiðurinn,"['Drama', 'Crimen', 'Suspense']",['Baltasar Kormákur'],['drugs'],"['Baltasar Kormákur', 'Hera Hilmar', 'Gísli Örn Garðarsson', 'Margrét Bjarnadóttir', 'Auður Aradóttir']",31
903,903,83895,Mañana empieza todo,Demain tout commence,"['Drama', 'Comedia']",['Hugo Gélin'],"['london england', 'single parent', 'parent child relationship', 'stuntman', 'remake', 'children', 'parenting', 'single father', 'black family', 'lying', 'absent parent', 'frenchman abroad']","['Omar Sy', 'Clémence Poésy', 'Antoine Bertrand', 'Gloria Colston', 'Ashley Walters']",20
904,904,84310,Dónde Está El Dinero,Where's The Money?,['Comedia'],['Scott Zabielski'],[],"['Andrew Bachelor', 'Kat Graham', 'Terry Crews', 'Method Man', 'Mike Epps']",11
905,905,84349,Cook-Off!,Cook-Off!,['Comedia'],"['Guy Shalem', 'Cathryn Michon']","['satire', 'mockumentary', 'cooking competition']","['Melissa McCarthy', 'Wendi McLendon-Covey', 'Stephen Root', 'Ben Falcone', 'Diedrich Bader']",11
944,944,86718,Trophy,Trophy,['Documental'],"['Shaul Schwarz', 'Christina Clusiau']","['africa', 'hunting', 'endangered species', 'woman director']",[],14
945,945,86753,Barry Seal: El traficante,American Made,"['Acción', 'Comedia', 'Crimen', 'Drama']",['Doug Liman'],"['cia', 'pilot', 'illegal drugs', 'dea agent', 'latin america', '1980s']","['Tom Cruise', 'Sarah Wright', 'Domhnall Gleeson', 'Alejandro Edda', 'Mauricio Mejía']",40
946,946,86770,Madre!,mother!,"['Drama', 'Terror', 'Misterio']",['Darren Aronofsky'],"['nightmare', 'surrealism', 'writer', 'pregnancy', 'violence', 'stranger', 'psychological horror', 'uninvited guest']","['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer', 'Domhnall Gleeson']",31
947,947,87018,Geo-tormenta,Geostorm,"['Acción', 'Ciencia ficción', 'Suspense']",['Dean Devlin'],"['artificial intelligence', 'future', 'weather manipulation', 'murder', 'end of the world', 'conspiracy', 'apocalypse', 'outer space', 'storm', 'space shuttle', 'catastrophe', 'global threat', 'environmental disaster', 'international space station', 'overpopulated world']","['Gerard Butler', 'Alexandra Maria Lara', 'Jim Sturgess', 'Abbie Cornish', 'Ed Harris']",41
948,948,88521,El pájaro loco: La película,Woody Woodpecker,"['Animación', 'Comedia', 'Familia']",['Alex Zamm'],"['bird', 'woodpecker', 'pica-pau']","['Timothy Omundson', 'Thaila Ayala', 'Eric Bauza', 'Graham Verchere', 'Jordana Largy']",35
949,949,88522,Feliz día de tu muerte,Happy Death Day,"['Terror', 'Misterio', 'Suspense']",['Christopher B. Landon'],"['college', 'murder', 'time loop', 'young adult', 'college student']","['Jessica Rothe', 'Israel Broussard', 'Ruby Modine', 'Rachel Matthews', 'Charles Aitken']",34
951,951,88525,Fat Camp,Fat Camp,['Comedia'],[],[],[],11
1011,1011,90824,Cuidado con los extraños,Better Watch Out,"['Terror', 'Suspense']",['Chris Peckover'],"['spider', 'murder', 'snowman', 'snow', 'home invasion', 'truth or dare', 'christmas lights', 'holiday horror', 'christmas horror', 'christmas', 'twist ending']","['Olivia DeJonge', 'Levi Miller', 'Ed Oxenbould', 'Aleks Mikic', 'Dacre Montgomery']",22
1012,1012,90918,Locura padre,Father Figures,['Comedia'],['Lawrence Sher'],[],"['Owen Wilson', 'Ed Helms', 'J.K. Simmons', 'Katt Williams', 'Terry Bradshaw']",11
1013,1013,90919,Ferdinand,Ferdinand,"['Animación', 'Familia', 'Aventura', 'Comedia']",['Carlos Saldanha'],"['spain', 'madrid', 'europe', 'friendship', 'remake', 'anthropomorphism', 'bull', ""based on children's book"", 'capture', 'adaptation']","['John Cena', 'Kate McKinnon', 'Anthony Anderson', 'Bobby Cannavale', 'David Tennant']",47
1014,1014,90941,Megan Leavey,Megan Leavey,"['Drama', 'Bélica']",['Gabriela Cowperthwaite'],"['human animal relationship', 'biography', 'female soldier', 'iraq war', 'dog', 'animal', 'purple heart', 'iraq veteran', 'woman director', 'u.s. marine', 'war dog']","['Kate Mara', 'Ramón Rodríguez', 'Tom Felton', 'Bradley Whitford', 'Will Patton']",19
1015,1015,90945,Dando la nota 3,Pitch Perfect 3,"['Comedia', 'Música']",['Trish Sie'],"['sequel', 'singer', 'acapella', 'uso']","['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow', 'Hailee Steinfeld', 'Elizabeth Banks']",21
1016,1016,90952,Stickman,Stickman,"['Suspense', 'Terror']",['Sheldon Wilson'],"['poem', 'monster', 'nightmare', 'mental institution']","['Hayley Law', 'Sara García', 'Zoé De Grand Maison', 'Erik Knudsen', 'Alanna Bale']",22
1081,1081,92394,Most Likely to Murder,Most Likely to Murder,['Comedia'],['Dan Gregor'],"['high school sweetheart', 'return home']","['Adam Pally', 'Rachel Bloom', 'Vincent Kartheiser', 'John Reynolds', 'Didi Conn']",11
1082,1082,92395,Neverknock,Neverknock,"['Suspense', 'Terror', 'Ciencia ficción', 'Película de TV']",['Sheldon Wilson'],"['monster', 'halloween', 'murder']","['Dominique Provost-Chalkley', 'Jodelle Ferland', 'Kiana Madeira', 'Varun Saranga', 'Lola Flanery']",59
