,id,title,title_original,genres,director,keywords,cast
130,45030,Red 2,Red 2,[],[],[],[]
131,45112,Red Dawn,Red Dawn,[],[],[],[]
132,45129,Red Lights,Red Lights,[],[],[],[]
133,45305,Remember the Titans,Remember the Titans,[],[],[],[]
134,45408,Resident Evil: Retribution,Resident Evil: Retribution,[],[],[],[]
135,45474,Resurrecting the Champ,Resurrecting the Champ,[],[],[],[]
136,45895,Robocop,Robocop,[],[],[],[]
137,45974,Rocky,Rocky,[],[],[],[]
138,45978,Rocky Balboa,Rocky Balboa,[],[],[],[]
139,45981,Rocky II,Rocky II,[],[],[],[]
140,45982,Rocky III,Rocky III,[],[],[],[]
141,45983,Rocky IV,Rocky IV,[],[],[],[]
142,45986,Rocky V,Rocky V,[],[],[],[]
143,46041,Role Models,Role Models,[],[],[],[]
144,46355,Rurôni Kenshin: Densetsu no saigo-hen,Rurôni Kenshin: Densetsu no saigo-hen,[],[],[],[]
145,46356,Rurôni Kenshin: Kyôto taika-hen,Rurôni Kenshin: Kyôto taika-hen,[],[],[],[]
146,46357,Rurôni Kenshin: Meiji kenkaku roman tan,Rurôni Kenshin: Meiji kenkaku roman tan,[],[],[],[]
147,46377,Rushmore,Rushmore,[],[],[],[]
148,46432,S.W.A.T.,S.W.A.T.,[],[],[],[]
149,46588,Saldo de cuentas,Saldo de cuentas,[],[],[],[]
150,46967,Saving Mr. Banks,Saving Mr. Banks,[],[],[],[]
151,47015,Scarface,Scarface,[],[],[],[]
152,47045,Schindler's List,Schindler's List,[],[],[],[]
153,47578,Serbuan maut,Serbuan maut,[],[],[],[]
154,47582,Serena,Serena,['Drama'],['Susanne Bier'],"['corruption', 'sheriff', 'mountain', 'wilderness', 'ambition', 'north carolina', 'marriage', 'murder', 'debt', 'empire', 'hunting', 'woman director', 'logging', '1920s']","['Jennifer Lawrence', 'Bradley Cooper', 'Rhys Ifans', 'Toby Jones', 'Blake Ritson']"
155,48450,The Four,四大名捕,"['Acción', 'Drama', 'Crimen']","['Gordon Chan', 'Janet Chun Siu Jan']","['zombie', 'counterfeiter', 'woman director']","['Deng Chao', 'Liu Yifei', 'Collin Chou', 'Ronald Cheng', 'Anthony Wong']"
156,48451,The Four 2,4 มหากาฬพญายม 2,['Acción'],"['Gordon Chan', 'Janet Chun Siu Jan']","['martial arts', 'hong kong', 'chinese tradition', 'woman director']","['Deng Chao', 'Liu Yifei', 'Anthony Wong', 'Collin Chou', 'Ronald Cheng']"
157,48452,The Four 3,四大名捕大结局,"['Acción', 'Crimen']","['Gordon Chan', 'Janet Chun Siu Jan']","['china', 'martial arts', 'hong kong', 'woman director']","['Deng Chao', 'Liu Yifei', 'Collin Chou', 'Ronald Cheng', 'Anthony Wong']"
158,48531,Señales,Signs,"['Drama', 'Suspense', 'Ciencia ficción', 'Misterio']",['M. Night Shyamalan'],"['symbolism', 'water', 'farm', 'faith', 'alien', 'family relationships', 'rural setting', 'alien invasion', 'crop circle', 'alien attack', 'loss of faith', 'alien encounter']","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones']"
159,48578,El lado bueno de las cosas,Silver Linings Playbook,"['Drama', 'Comedia', 'Romance']",['David O. Russell'],"['dancing', 'philadelphia', 'running', 'based on novel or book', 'depression', 'letter', 'friendship', 'neighbor', 'mental illness', 'ex-wife', 'institutionalization', 'bipolar', 'philadelphia eagles']","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver', 'Chris Tucker']"
160,48925,Slumdog Millionaire,Slumdog Millionaire,"['Drama', 'Romance']",['Danny Boyle'],"['slum', 'indian lead', 'cheating', 'suspicion', 'game show', 'quiz show', 'orphan', 'duringcreditsstinger', 'taj mahal', 'mumbai']","['Dev Patel', 'Freida Pinto', 'Anil Kapoor', 'Mia Drake Inderbitzin', 'Saurabh Shukla']"
161,49009,Snatch.,Snatch.,[],[],[],[]
162,49431,Hermandad de sangre,Sorority Row,"['Terror', 'Misterio']",['Stewart Hendler'],"['ax', 'graduation', 'serial killer', 'blood', 'slasher', 'killer', 'sorority house']","['Rumer Willis', 'Briana Evigan', 'Jamie Chung', 'Leah Pipes', 'Teri Andrzejewski']"
163,49955,Stand by Me,Stand by Me,[],[],[],[]
164,50295,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li,[],[],[],[]
165,51092,Tangled,Tangled,[],[],[],[]
166,51176,Tarzan,Tarzan,[],[],[],[]
167,51539,Terminator Salvation,Terminator Salvation,[],[],[],[]
168,51699,Texas Chainsaw 3D,Texas Chainsaw 3D,[],[],[],[]
169,51727,Thanks for Sharing,Thanks for Sharing,[],[],[],[]
170,51818,The Adjustment Bureau,The Adjustment Bureau,[],[],[],[]
171,51886,The Amazing Spider-Man,The Amazing Spider-Man,[],[],[],[]
172,52245,The Blair Witch Project,The Blair Witch Project,[],[],[],[]
173,52353,The Break-Up,The Break-Up,[],[],[],[]
174,52409,The Burning Plain,The Burning Plain,[],[],[],[]
175,52505,The Change-Up,The Change-Up,[],[],[],[]
176,52561,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,[],[],[],[]
177,52562,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",[],[],[],[]
178,52771,The Da Vinci Code,The Da Vinci Code,[],[],[],[]
179,52777,The Damned United,The Damned United,[],[],[],[]
180,53129,The Exorcism of Emily Rose,The Exorcism of Emily Rose,[],[],[],[]
181,53134,The Expendables 2,The Expendables 2,[],[],[],[]
182,53474,The Good Doctor,The Good Doctor,[],[],[],[]
183,53573,The Grey,The Grey,[],[],[],[]
184,53697,The Help,The Help,[],[],[],[]
185,53723,The Hitcher,The Hitcher,[],[],[],[]
186,53724,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,[],[],[],[]
187,53729,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,[],[],[],[]
188,53730,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,[],[],[],[]
189,53731,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,[],[],[],[]
190,53813,Un viaje de diez metros,The Hundred-Foot Journey,['Drama'],['Lasse Hallström'],"['france', 'based on novel or book', 'indian lead', 'restaurant', 'family']","['Helen Mirren', 'Manish Dayal', 'Om Puri', 'Charlotte Le Bon', 'Rohan Chand']"
191,53836,En tierra hostil,The Hurt Locker,"['Drama', 'Suspense', 'Bélica']",['Kathryn Bigelow'],"['sniper', 'explosive', 'loyalty', 'u.s. army', 'middle east conflict', 'iraq', 'car bomb', 'suspense', 'rescue', 'tension', 'trap', 'terrorism', 'soldier', 'violence', 'iraq war', 'desert', 'bomb squad', 'body armor', 'woman director', 'army sergeant']","['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes']"
192,53882,Los increíbles,The Incredibles,"['Acción', 'Aventura', 'Animación', 'Familia']",['Brad Bird'],"['secret identity', 'secret', 'hero', 'island', 'wretch', 'supernatural powers', 'weapon', 'lawsuit', 'superhero']","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee']"
